id_cliente,nome,idade,sexo,cidade,uf,segmento,tempo_relacionamento,faixa_renda,tipo_conta,app_favorito,persona
19349,Vinícius Fogaça,21,M,Pelotas,RS,Varejo,0,Até R$ 2.000,Corrente,Android,Jovem Digital
19350,Caio Pereira,45,F,Ribeirão Preto,SP,Personnalité,5,R$ 5.001 – R$ 10.000,Salário,Android,Investidor
19351,Isis Moraes,22,F,Parnamirim,RN,Varejo,3,R$ 2.001 – R$ 5.000,Digital,Android,Jovem Digital
19352,Antonella Pinto,41,M,Porto Alegre,RS,Uniclass,9,R$ 10.001 – R$ 20.000,Corrente,iOS,Investidor
19353,Paulo Montenegro,23,F,Bauru,SP,Varejo,2,R$ 10.001 – R$ 20.000,Corrente,Android,Jovem Digital
19354,Bruno Gonçalves,52,M,Aracaju,SE,Personnalité,8,Acima de R$ 20.000,Digital,iOS,Premium
19355,Levi Souza,37,M,Imperatriz,MA,Varejo,4,R$ 10.001 – R$ 20.000,Corrente,Android,Cliente Tradicional
19356,Ayla Araújo,56,F,Anápolis,GO,Personnalité,14,Acima de R$ 20.000,Corrente,iOS,Premium
19357,Kaique da Costa,22,M,Laranjal do Jari,AP,Personnalité,1,R$ 2.001 – R$ 5.000,Digital,Android,Jovem Digital
19358,Caleb Moraes,47,M,Garanhuns,PE,Varejo,16,R$ 5.001 – R$ 10.000,Digital,Android,Investidor
19359,Heloisa da Mota,69,F,São Bernardo do Campo,SP,Varejo,19,R$ 2.001 – R$ 5.000,Corrente,Android,Idoso
19360,Isabel Pereira,36,F,Picos,PI,Varejo,8,R$ 2.001 – R$ 5.000,Corrente,Android,Investidor
19361,Lucas da Luz,45,F,Cachoeiro de Itapemirim,ES,Uniclass,9,R$ 5.001 – R$ 10.000,Corrente,iOS,Cliente Tradicional
19362,Pedro Miguel da Rosa,42,M,Contagem,MG,Varejo,8,R$ 2.001 – R$ 5.000,Corrente,Android,Cliente Tradicional
19363,Ravi Fogaça,36,M,Caxias,MA,Uniclass,10,R$ 5.001 – R$ 10.000,Corrente,Android,Cliente Tradicional
19364,Theodoro Moura,49,M,Florianópolis,SC,Varejo,16,Até R$ 2.000,Corrente,Android,Cliente Tradicional
19365,Jade Peixoto,38,F,Petrópolis,RJ,Varejo,5,Até R$ 2.000,Salário,Android,Cliente Tradicional
19366,Bella Cavalcanti,52,F,Lauro de Freitas,BA,Uniclass,17,R$ 5.001 – R$ 10.000,Digital,Android,Investidor
19367,Henry Gabriel Cirino,22,F,Sorocaba,SP,Personnalité,1,Até R$ 2.000,Digital,iOS,Jovem Digital
19368,Gustavo Rodrigues,41,M,Curitiba,PR,Uniclass,12,Até R$ 2.000,Digital,Android,Cliente Tradicional
19369,Eduarda Gomes,46,F,Belo Horizonte,MG,Varejo,5,R$ 2.001 – R$ 5.000,Salário,Android,Cliente Tradicional
19370,Benício da Costa,41,M,Cachoeiro de Itapemirim,ES,Varejo,10,R$ 2.001 – R$ 5.000,Corrente,Android,Cliente Tradicional
19371,Mirella Machado,47,F,Macapá,AP,Varejo,9,Acima de R$ 20.000,Corrente,Android,Premium
19372,Davi Lucas Abreu,77,M,Porto Alegre,RS,Varejo,24,Até R$ 2.000,Corrente,Android,Idoso
19373,Raquel Nogueira,25,M,Campinas,SP,Varejo,5,R$ 2.001 – R$ 5.000,Digital,Android,Jovem Digital
19374,Caleb Costela,75,M,Porto Velho,RO,Varejo,5,Até R$ 2.000,Salário,Android,Idoso
19375,Bianca das Neves,41,F,Vitória da Conquista,BA,Uniclass,10,R$ 10.001 – R$ 20.000,Digital,Android,Premium
19376,Larissa Pinto,36,M,Belo Horizonte,MG,Varejo,9,R$ 2.001 – R$ 5.000,Corrente,Android,Cliente Tradicional
19377,Amanda Garcia,32,M,Petrópolis,RJ,Varejo,8,R$ 2.001 – R$ 5.000,Corrente,Android,Cliente Tradicional
19378,Letícia Abreu,43,M,Garanhuns,PE,Varejo,11,R$ 5.001 – R$ 10.000,Corrente,Android,Cliente Tradicional
19379,Ana Clara Pastor,41,M,Taguatinga,DF,Personnalité,10,Acima de R$ 20.000,Corrente,Android,Premium
19380,Dante Cunha,34,F,Juazeiro,BA,Uniclass,9,R$ 10.001 – R$ 20.000,Corrente,Android,Investidor
19381,Maria Liz Guerra,39,M,São José,SC,Varejo,15,Até R$ 2.000,Corrente,iOS,Cliente Tradicional
19382,Valentim Macedo,47,F,Blumenau,SC,Uniclass,14,Acima de R$ 20.000,Digital,iOS,Premium
19383,Yuri Marques,42,F,Aparecida de Goiânia,GO,Uniclass,5,Até R$ 2.000,Salário,Android,Cliente Tradicional
19384,Lorena Sousa,38,M,Uberlândia,MG,Varejo,9,Até R$ 2.000,Digital,Android,Cliente Tradicional
19385,Joaquim Ribeiro,39,M,Floriano,PI,Varejo,7,Até R$ 2.000,Corrente,Android,Cliente Tradicional
19386,Enrico Lima,23,M,Salvador,BA,Varejo,2,Acima de R$ 20.000,Digital,Android,Jovem Digital
19387,Enrico Cirino,58,M,Santos,SP,Uniclass,15,R$ 10.001 – R$ 20.000,Digital,Android,Premium
19388,Luiz Gustavo Camargo,37,F,Palmas,TO,Varejo,8,R$ 5.001 – R$ 10.000,Corrente,Android,Cliente Tradicional
19389,Camila Aparecida,27,M,Nova Iguaçu,RJ,Varejo,6,R$ 2.001 – R$ 5.000,Corrente,iOS,Jovem Digital
19390,Renan Siqueira,47,M,São Gonçalo,RJ,Varejo,13,R$ 2.001 – R$ 5.000,Corrente,Android,Cliente Tradicional
19391,Jade Sampaio,25,M,Campinas,SP,Varejo,1,R$ 2.001 – R$ 5.000,Digital,iOS,Jovem Digital
19392,Ana Sophia Ferreira,23,M,Santos,SP,Varejo,1,R$ 5.001 – R$ 10.000,Corrente,Android,Jovem Digital
19393,Julia Santos,25,M,Sena Madureira,AC,Varejo,3,R$ 2.001 – R$ 5.000,Corrente,iOS,Jovem Digital
19394,Milena Silva,41,M,Uberlândia,MG,Varejo,5,R$ 2.001 – R$ 5.000,Salário,Android,Cliente Tradicional
19395,Davi Miguel Porto,43,M,Parnamirim,RN,Varejo,0,Até R$ 2.000,Digital,Android,Cliente Tradicional
19396,Caio Aparecida,41,M,Guarulhos,SP,Personnalité,9,R$ 5.001 – R$ 10.000,Corrente,Android,Investidor
19397,Ana Julia Campos,19,M,Foz do Iguaçu,PR,Varejo,0,Até R$ 2.000,Salário,Android,Jovem Digital
19398,Ana Sophia Moreira,39,M,Ribeirão Preto,SP,Varejo,11,R$ 2.001 – R$ 5.000,Digital,Android,Cliente Tradicional
19399,Pedro Miguel Cunha,48,M,Feira de Santana,BA,Varejo,5,Até R$ 2.000,Salário,Android,Cliente Tradicional
19400,Pedro Freitas,47,F,Ariquemes,RO,Varejo,20,Até R$ 2.000,Corrente,Android,Investidor
19401,João Nogueira,25,M,Santos,SP,Uniclass,2,R$ 5.001 – R$ 10.000,Corrente,iOS,Jovem Digital
19402,Kamilly Silva,20,M,Curitiba,PR,Varejo,1,Até R$ 2.000,Digital,iOS,Jovem Digital
19403,Isadora Abreu,41,F,Itabaiana,SE,Uniclass,15,Acima de R$ 20.000,Digital,Android,Investidor
19404,Guilherme Câmara,38,M,Criciúma,SC,Varejo,8,R$ 10.001 – R$ 20.000,Digital,Android,Cliente Tradicional
19405,Olívia Dias,37,M,Cariacica,ES,Varejo,7,Acima de R$ 20.000,Digital,iOS,Investidor
19406,Ana Vitória Souza,67,F,Foz do Iguaçu,PR,Varejo,14,Até R$ 2.000,Corrente,Android,Idoso
19407,Alexandre Vargas,42,M,Camaçari,BA,Uniclass,8,R$ 5.001 – R$ 10.000,Digital,Android,Investidor
19408,Benjamim Cavalcante,85,M,Dourados,MS,Varejo,40,Até R$ 2.000,Corrente,Android,Idoso
19409,Camila Viana,51,M,Feira de Santana,BA,Personnalité,14,Acima de R$ 20.000,Corrente,Android,Premium
19410,Maria Luísa Correia,45,F,Juazeiro,BA,Personnalité,10,Acima de R$ 20.000,Digital,iOS,Premium
19411,Rafaela Albuquerque,30,M,Canoas,RS,Varejo,5,R$ 2.001 – R$ 5.000,Digital,Android,Jovem Digital
19412,Heitor Alves,69,F,Juiz de Fora,MG,Varejo,16,R$ 2.001 – R$ 5.000,Corrente,Android,Idoso
19413,Davi Miguel Cirino,47,M,Corumbá,MS,Personnalité,20,R$ 10.001 – R$ 20.000,Digital,iOS,Premium
19414,Ana Beatriz Fogaça,44,F,Caxias do Sul,RS,Varejo,8,Acima de R$ 20.000,Digital,iOS,Cliente Tradicional
19415,Maria Flor Brito,37,F,Gravataí,RS,Varejo,12,R$ 2.001 – R$ 5.000,Digital,Android,Cliente Tradicional
19416,Vitória Borges,48,F,Gravataí,RS,Varejo,12,R$ 10.001 – R$ 20.000,Corrente,iOS,Cliente Tradicional
19417,Evelyn Novais,48,M,São José dos Pinhais,PR,Uniclass,5,R$ 2.001 – R$ 5.000,Digital,Android,Investidor
19418,Daniel Gomes,38,F,São Luís,MA,Varejo,5,R$ 5.001 – R$ 10.000,Corrente,iOS,Investidor
19419,Fernando Peixoto,42,F,Serra,ES,Varejo,5,R$ 5.001 – R$ 10.000,Salário,Android,Cliente Tradicional
19420,Ana Carolina Pereira,24,F,Sorocaba,SP,Varejo,4,Até R$ 2.000,Digital,iOS,Jovem Digital
19421,Igor Correia,38,M,Canoas,RS,Varejo,5,Até R$ 2.000,Salário,iOS,Cliente Tradicional
19422,Isadora Pires,20,F,Lauro de Freitas,BA,Varejo,2,Até R$ 2.000,Digital,Android,Jovem Digital
19423,Evelyn Andrade,44,F,Sorocaba,SP,Varejo,13,R$ 10.001 – R$ 20.000,Corrente,Android,Cliente Tradicional
19424,Eduarda Fernandes,40,F,Ceilândia,DF,Uniclass,7,R$ 2.001 – R$ 5.000,Corrente,iOS,Cliente Tradicional
19425,Isaque Oliveira,36,M,São José dos Pinhais,PR,Uniclass,9,R$ 2.001 – R$ 5.000,Corrente,iOS,Investidor
19426,Gabriel Rios,43,F,São Gonçalo do Amarante,RN,Varejo,20,R$ 5.001 – R$ 10.000,Corrente,Android,Cliente Tradicional
19427,Pedro Miguel Oliveira,39,M,Rio Largo,AL,Varejo,10,R$ 2.001 – R$ 5.000,Corrente,iOS,Cliente Tradicional
19428,Juliana Nascimento,44,F,Bauru,SP,Varejo,17,R$ 2.001 – R$ 5.000,Digital,Android,Cliente Tradicional
19429,Luna Barros,41,M,Mauá,SP,Personnalité,9,Acima de R$ 20.000,Digital,iOS,Premium
19430,Melissa Lopes,22,M,Aparecida de Goiânia,GO,Uniclass,0,R$ 5.001 – R$ 10.000,Digital,Android,Jovem Digital
19431,Marina Barbosa,53,M,Osasco,SP,Personnalité,16,R$ 5.001 – R$ 10.000,Corrente,iOS,Premium
19432,Maria Sophia Abreu,72,M,Curitiba,PR,Uniclass,26,Até R$ 2.000,Corrente,Android,Idoso
19433,Stella Albuquerque,43,M,Cascavel,PR,Varejo,10,Acima de R$ 20.000,Corrente,Android,Investidor
19434,Ana Lívia Pimenta,40,M,Petrolina,PE,Uniclass,16,R$ 10.001 – R$ 20.000,Corrente,Android,Premium
19435,Juan Peixoto,40,M,Dourados,MS,Uniclass,6,R$ 5.001 – R$ 10.000,Corrente,Android,Investidor
19436,Nicolas Santos,42,F,Boa Vista,RR,Varejo,20,R$ 10.001 – R$ 20.000,Corrente,iOS,Investidor
19437,Luan Sá,22,F,Osasco,SP,Varejo,2,R$ 2.001 – R$ 5.000,Corrente,iOS,Jovem Digital
19438,Emanuelly Almeida,23,F,Recife,PE,Varejo,2,R$ 2.001 – R$ 5.000,Digital,iOS,Jovem Digital
19439,Mariane Sampaio,26,F,Imperatriz,MA,Uniclass,1,R$ 2.001 – R$ 5.000,Corrente,Android,Jovem Digital
19440,Guilherme Peixoto,21,M,Lagarto,SE,Varejo,2,Até R$ 2.000,Corrente,iOS,Jovem Digital
19441,Lavínia Barros,40,F,Salvador,BA,Varejo,10,R$ 2.001 – R$ 5.000,Corrente,iOS,Cliente Tradicional
19442,Leandro Pastor,49,F,Parnamirim,RN,Personnalité,8,R$ 5.001 – R$ 10.000,Corrente,iOS,Premium
19443,Pedro Lucas Costela,44,F,Brasília,DF,Varejo,15,R$ 2.001 – R$ 5.000,Digital,iOS,Cliente Tradicional
19444,João Lucas Barbosa,46,M,João Pessoa,PB,Uniclass,14,R$ 5.001 – R$ 10.000,Corrente,Android,Premium
19445,Mathias da Mota,26,F,Petrópolis,RJ,Uniclass,2,R$ 10.001 – R$ 20.000,Salário,iOS,Jovem Digital
19446,Clarice Castro,43,M,São Bernardo do Campo,SP,Varejo,5,Até R$ 2.000,Salário,Android,Cliente Tradicional
19447,João Gabriel Aparecida,48,F,Laranjal do Jari,AP,Uniclass,12,Acima de R$ 20.000,Digital,iOS,Premium
19448,Vinícius Aparecida,49,F,São José,SC,Varejo,15,R$ 10.001 – R$ 20.000,Digital,Android,Cliente Tradicional
19449,Cauã Cunha,45,M,Bauru,SP,Varejo,10,Até R$ 2.000,Digital,Android,Cliente Tradicional
19450,Maria Liz Rocha,48,M,Chapecó,SC,Varejo,10,R$ 5.001 – R$ 10.000,Digital,iOS,Investidor
19451,Diogo Melo,41,F,Ilhéus,BA,Uniclass,5,Até R$ 2.000,Salário,Android,Cliente Tradicional
19452,Maya Fonseca,52,F,Parnamirim,RN,Varejo,5,R$ 5.001 – R$ 10.000,Salário,iOS,Investidor
19453,Rebeca Novais,38,F,Samambaia,DF,Personnalité,9,Acima de R$ 20.000,Corrente,iOS,Premium
19454,Cecília Gomes,75,M,Serra,ES,Varejo,25,R$ 2.001 – R$ 5.000,Corrente,iOS,Idoso
19455,Leonardo Silva,40,F,Pelotas,RS,Uniclass,14,R$ 10.001 – R$ 20.000,Corrente,iOS,Premium
19456,Manuela da Cunha,78,M,Campo Grande,MS,Uniclass,9,Até R$ 2.000,Corrente,Android,Idoso
19457,Valentina Abreu,37,M,Ponta Grossa,PR,Varejo,8,R$ 5.001 – R$ 10.000,Digital,Android,Cliente Tradicional
19458,Hellena Guerra,22,F,Aracaju,SE,Varejo,2,R$ 2.001 – R$ 5.000,Digital,iOS,Jovem Digital
19459,Heitor Azevedo,81,F,Curitiba,PR,Personnalité,5,R$ 2.001 – R$ 5.000,Salário,Android,Idoso
19460,Luiz Miguel Leão,46,M,Ribeirão Preto,SP,Varejo,5,R$ 10.001 – R$ 20.000,Salário,Android,Cliente Tradicional
19461,João Silveira,45,M,Rio de Janeiro,RJ,Uniclass,9,R$ 5.001 – R$ 10.000,Corrente,Android,Investidor
19462,Benício Rezende,47,F,Juazeiro,BA,Uniclass,3,Acima de R$ 20.000,Digital,iOS,Premium
19463,Raul Araújo,20,M,São José dos Pinhais,PR,Varejo,1,R$ 2.001 – R$ 5.000,Digital,iOS,Jovem Digital
19464,Hellena Pastor,69,M,Santarém,PA,Varejo,19,R$ 5.001 – R$ 10.000,Corrente,Android,Idoso
19465,Ester Barbosa,47,M,Londrina,PR,Varejo,13,Até R$ 2.000,Digital,Android,Cliente Tradicional
19466,Liz Dias,26,F,Curitiba,PR,Varejo,2,R$ 5.001 – R$ 10.000,Salário,iOS,Jovem Digital
19467,Mariane Rocha,36,M,Contagem,MG,Uniclass,7,Acima de R$ 20.000,Corrente,Android,Premium
19468,Francisco Cavalcante,35,F,Petrópolis,RJ,Uniclass,5,R$ 5.001 – R$ 10.000,Corrente,Android,Investidor
19469,Henry Campos,73,M,Nossa Senhora do Socorro,SE,Uniclass,23,R$ 10.001 – R$ 20.000,Corrente,Android,Idoso
19470,Lorena Aragão,74,F,São Paulo,SP,Varejo,5,R$ 2.001 – R$ 5.000,Salário,Android,Idoso
19471,Davi Lucas Nogueira,21,F,Ribeirão Preto,SP,Uniclass,0,Até R$ 2.000,Digital,iOS,Jovem Digital
19472,Enrico Campos,18,F,Sobral,CE,Uniclass,0,R$ 2.001 – R$ 5.000,Corrente,Android,Jovem Digital
19473,João Rios,25,M,Betim,MG,Uniclass,5,Até R$ 2.000,Corrente,Android,Jovem Digital
19474,Raul Rocha,41,M,São Gonçalo,RJ,Uniclass,5,R$ 10.001 – R$ 20.000,Salário,iOS,Cliente Tradicional
19475,Pedro Miguel Costa,44,F,Osasco,SP,Varejo,12,R$ 10.001 – R$ 20.000,Corrente,Android,Investidor
19476,Dante Cirino,38,M,Aparecida de Goiânia,GO,Varejo,0,R$ 5.001 – R$ 10.000,Salário,iOS,Cliente Tradicional
19477,Aylla Fogaça,48,F,Petrolina,PE,Uniclass,13,R$ 10.001 – R$ 20.000,Corrente,Android,Investidor
19478,Nicole Vargas,53,F,Osasco,SP,Varejo,9,Acima de R$ 20.000,Corrente,Android,Premium
19479,Maya Pacheco,29,M,Bauru,SP,Varejo,4,R$ 2.001 – R$ 5.000,Corrente,iOS,Jovem Digital
19480,João Gabriel Araújo,39,F,Manacapuru,AM,Personnalité,8,R$ 10.001 – R$ 20.000,Digital,Android,Investidor
19481,Liz Viana,41,M,Paulista,PE,Varejo,5,R$ 2.001 – R$ 5.000,Salário,iOS,Cliente Tradicional
19482,Kevin Câmara,38,M,Campinas,SP,Varejo,2,R$ 2.001 – R$ 5.000,Digital,iOS,Cliente Tradicional
19483,Ian Vieira,40,F,Manaus,AM,Varejo,14,Acima de R$ 20.000,Corrente,iOS,Premium
19484,Alice Ribeiro,37,M,Castanhal,PA,Uniclass,2,Até R$ 2.000,Salário,Android,Cliente Tradicional
19485,Carolina Peixoto,21,M,Juazeiro,BA,Varejo,1,Até R$ 2.000,Digital,iOS,Jovem Digital
19486,Lorena Novais,39,F,Criciúma,SC,Varejo,8,R$ 5.001 – R$ 10.000,Corrente,iOS,Investidor
19487,Mirella Sampaio,22,F,Guarulhos,SP,Varejo,2,Até R$ 2.000,Digital,Android,Jovem Digital
19488,Gustavo Henrique Almeida,42,F,Niterói,RJ,Varejo,20,Até R$ 2.000,Corrente,iOS,Cliente Tradicional
19489,Hellena Porto,23,M,Itajaí,SC,Varejo,1,Até R$ 2.000,Salário,iOS,Jovem Digital
19490,Henrique Oliveira,78,F,Três Lagoas,MS,Varejo,5,R$ 2.001 – R$ 5.000,Salário,iOS,Idoso
19491,Jade Novaes,21,F,Caxias,MA,Varejo,1,R$ 2.001 – R$ 5.000,Digital,Android,Jovem Digital
19492,Calebe da Paz,24,F,Novo Hamburgo,RS,Varejo,0,R$ 10.001 – R$ 20.000,Salário,iOS,Jovem Digital
19493,Elisa Alves,38,M,Caxias,MA,Varejo,9,R$ 2.001 – R$ 5.000,Corrente,Android,Cliente Tradicional
19494,Catarina Castro,27,M,Ribeirão Preto,SP,Varejo,5,R$ 5.001 – R$ 10.000,Digital,Android,Jovem Digital
19495,Felipe Azevedo,69,F,Juiz de Fora,MG,Varejo,16,R$ 2.001 – R$ 5.000,Corrente,Android,Idoso
19496,João Miguel Sá,43,F,Mauá,SP,Uniclass,0,Acima de R$ 20.000,Corrente,Android,Cliente Tradicional
19497,Carlos Eduardo Cunha,37,M,Novo Hamburgo,RS,Varejo,13,Até R$ 2.000,Corrente,iOS,Cliente Tradicional
19498,Lavínia Abreu,24,M,Santa Rita,PB,Varejo,1,R$ 2.001 – R$ 5.000,Corrente,iOS,Jovem Digital
19499,Rafaela Campos,35,F,Ponta Grossa,PR,Varejo,10,R$ 2.001 – R$ 5.000,Corrente,Android,Cliente Tradicional
19500,Jade Viana,40,M,Fortaleza,CE,Varejo,9,Até R$ 2.000,Digital,Android,Cliente Tradicional
19501,Yan Vasconcelos,41,M,Mauá,SP,Varejo,5,R$ 2.001 – R$ 5.000,Salário,Android,Cliente Tradicional
19502,Gustavo Sales,72,F,São Gonçalo do Amarante,RN,Varejo,11,R$ 5.001 – R$ 10.000,Corrente,Android,Idoso
19503,Apollo da Cunha,38,M,Caracaraí,RR,Uniclass,11,R$ 5.001 – R$ 10.000,Digital,Android,Investidor
19504,Thomas Souza,45,M,Fortaleza,CE,Varejo,14,R$ 5.001 – R$ 10.000,Corrente,iOS,Investidor
19505,Joana Aparecida,22,F,São José,SC,Varejo,2,R$ 10.001 – R$ 20.000,Corrente,Android,Jovem Digital
19506,Vitória Sampaio,23,M,Blumenau,SC,Uniclass,3,R$ 2.001 – R$ 5.000,Corrente,Android,Jovem Digital
19507,Dom Sales,22,M,Mauá,SP,Uniclass,1,Até R$ 2.000,Digital,Android,Jovem Digital
19508,Melina Caldeira,44,M,Planaltina,DF,Varejo,15,R$ 10.001 – R$ 20.000,Corrente,iOS,Premium
19509,Théo Andrade,23,F,Castanhal,PA,Varejo,2,Até R$ 2.000,Salário,iOS,Jovem Digital
19510,Ravy da Mata,41,F,Ribeirão Preto,SP,Uniclass,11,R$ 5.001 – R$ 10.000,Corrente,iOS,Investidor
19511,Laís Nunes,44,F,Feira de Santana,BA,Uniclass,8,R$ 10.001 – R$ 20.000,Corrente,iOS,Premium
19512,Aylla da Luz,40,F,Parintins,AM,Varejo,10,R$ 5.001 – R$ 10.000,Digital,Android,Cliente Tradicional
19513,Alana Nunes,49,M,Sorocaba,SP,Varejo,10,R$ 10.001 – R$ 20.000,Corrente,iOS,Cliente Tradicional
19514,Clarice Alves,37,F,Patos,PB,Varejo,9,R$ 10.001 – R$ 20.000,Corrente,iOS,Cliente Tradicional
19515,Isis Albuquerque,67,F,Guarulhos,SP,Uniclass,12,R$ 2.001 – R$ 5.000,Digital,iOS,Idoso
19516,Brenda Montenegro,20,M,Olinda,PE,Varejo,0,R$ 2.001 – R$ 5.000,Digital,Android,Jovem Digital
19517,Bernardo Jesus,22,M,Uberlândia,MG,Varejo,0,R$ 2.001 – R$ 5.000,Digital,Android,Jovem Digital
19518,João Sales,41,F,Santos,SP,Varejo,0,R$ 5.001 – R$ 10.000,Corrente,Android,Investidor
19519,Maria Alice da Luz,45,F,Gravataí,RS,Uniclass,9,R$ 2.001 – R$ 5.000,Digital,Android,Investidor
19520,Carolina Gonçalves,41,M,Rio de Janeiro,RJ,Uniclass,12,R$ 5.001 – R$ 10.000,Corrente,Android,Investidor
19521,Luana Peixoto,41,F,Várzea Grande,MT,Varejo,7,R$ 2.001 – R$ 5.000,Corrente,Android,Cliente Tradicional
19522,Pedro Lucas Rodrigues,74,F,Montes Claros,MG,Uniclass,40,R$ 5.001 – R$ 10.000,Corrente,Android,Idoso
19523,Zoe Ferreira,36,F,Mauá,SP,Varejo,10,R$ 2.001 – R$ 5.000,Corrente,iOS,Cliente Tradicional
19524,Bruno Mendonça,66,M,Juiz de Fora,MG,Varejo,31,R$ 2.001 – R$ 5.000,Corrente,Android,Idoso
19525,Valentim Casa Grande,39,M,Ji-Paraná,RO,Uniclass,6,R$ 2.001 – R$ 5.000,Digital,iOS,Investidor
19526,Yan Barros,44,F,Parnamirim,RN,Uniclass,15,Até R$ 2.000,Corrente,Android,Cliente Tradicional
19527,Ana Laura Casa Grande,37,M,Ribeirão Preto,SP,Varejo,8,R$ 10.001 – R$ 20.000,Corrente,Android,Cliente Tradicional
19528,Arthur Gabriel da Rocha,37,F,Aracaju,SE,Varejo,3,R$ 5.001 – R$ 10.000,Corrente,iOS,Cliente Tradicional
19529,Elisa Marques,24,M,Gravataí,RS,Varejo,2,R$ 10.001 – R$ 20.000,Digital,Android,Jovem Digital
19530,Luísa Lopes,38,M,Bauru,SP,Uniclass,13,R$ 10.001 – R$ 20.000,Corrente,iOS,Investidor
19531,Luiz Henrique Dias,21,F,Garanhuns,PE,Personnalité,1,Até R$ 2.000,Digital,iOS,Jovem Digital
19532,Mateus Rocha,44,F,Boa Vista,RR,Varejo,5,R$ 5.001 – R$ 10.000,Salário,Android,Cliente Tradicional
19533,Sophie da Paz,37,F,Criciúma,SC,Varejo,9,R$ 5.001 – R$ 10.000,Corrente,Android,Cliente Tradicional
19534,Maria Guerra,25,F,Santos,SP,Varejo,4,R$ 5.001 – R$ 10.000,Digital,Android,Jovem Digital
19535,Heloisa Pereira,47,M,Petrópolis,RJ,Varejo,5,R$ 10.001 – R$ 20.000,Salário,iOS,Cliente Tradicional
19536,Enzo Gabriel Peixoto,41,F,São Paulo,SP,Uniclass,5,R$ 2.001 – R$ 5.000,Corrente,iOS,Cliente Tradicional
19537,Catarina Correia,43,M,Nova Iguaçu,RJ,Varejo,12,R$ 5.001 – R$ 10.000,Corrente,Android,Cliente Tradicional
19538,Caio Brito,23,M,Macapá,AP,Uniclass,1,R$ 2.001 – R$ 5.000,Digital,Android,Jovem Digital
19539,Heloísa da Paz,23,F,Osasco,SP,Uniclass,2,R$ 2.001 – R$ 5.000,Corrente,iOS,Jovem Digital
19540,Maya Carvalho,36,M,Guarulhos,SP,Uniclass,7,R$ 5.001 – R$ 10.000,Digital,iOS,Cliente Tradicional
19541,Sabrina Pires,40,F,Anápolis,GO,Varejo,3,R$ 2.001 – R$ 5.000,Corrente,iOS,Cliente Tradicional
19542,Isadora Campos,21,F,Osasco,SP,Uniclass,0,R$ 5.001 – R$ 10.000,Digital,Android,Jovem Digital
19543,Maria Isis da Rocha,27,M,Petrópolis,RJ,Varejo,2,R$ 5.001 – R$ 10.000,Salário,iOS,Jovem Digital
19544,Fernanda Moreira,23,M,Ji-Paraná,RO,Varejo,1,R$ 5.001 – R$ 10.000,Digital,Android,Jovem Digital
19545,Antonella Pacheco,40,F,São Paulo,SP,Uniclass,4,Acima de R$ 20.000,Corrente,iOS,Premium
19546,Arthur Carvalho,49,F,Dourados,MS,Uniclass,6,R$ 10.001 – R$ 20.000,Corrente,iOS,Premium
19547,Hellena Cardoso,26,M,São Luís,MA,Varejo,4,Até R$ 2.000,Digital,iOS,Jovem Digital
19548,Maitê Gomes,40,M,Campina Grande,PB,Varejo,13,R$ 2.001 – R$ 5.000,Corrente,Android,Cliente Tradicional
19549,Enzo Gabriel Campos,30,M,Guarulhos,SP,Varejo,6,R$ 2.001 – R$ 5.000,Digital,iOS,Jovem Digital
19550,Heloisa Gomes,38,F,Ananindeua,PA,Personnalité,14,R$ 5.001 – R$ 10.000,Corrente,iOS,Premium
19551,João Guilherme Vargas,41,M,Manacapuru,AM,Varejo,19,R$ 2.001 – R$ 5.000,Corrente,iOS,Cliente Tradicional
19552,Valentina Guerra,38,F,Marabá,PA,Uniclass,13,R$ 5.001 – R$ 10.000,Corrente,Android,Cliente Tradicional
19553,Luara Albuquerque,23,F,Macapá,AP,Varejo,4,R$ 5.001 – R$ 10.000,Digital,Android,Jovem Digital
19554,Mateus das Neves,39,F,Petrópolis,RJ,Varejo,20,R$ 2.001 – R$ 5.000,Corrente,Android,Cliente Tradicional
19555,Rebeca Cardoso,47,F,Nova Iguaçu,RJ,Personnalité,17,Acima de R$ 20.000,Corrente,iOS,Premium
19556,Vitor Hugo Guerra,51,F,Porto Alegre,RS,Personnalité,10,Até R$ 2.000,Digital,Android,Investidor
19557,Ágatha Peixoto,47,M,Sorocaba,SP,Uniclass,11,R$ 2.001 – R$ 5.000,Corrente,Android,Investidor
19558,Júlia Mendes,43,F,Nossa Senhora do Socorro,SE,Varejo,11,R$ 5.001 – R$ 10.000,Corrente,iOS,Investidor
19559,Caleb Campos,42,M,São Bernardo do Campo,SP,Varejo,13,R$ 5.001 – R$ 10.000,Corrente,iOS,Cliente Tradicional
19560,Isabela Freitas,38,M,Goiânia,GO,Varejo,9,Até R$ 2.000,Corrente,Android,Cliente Tradicional
19561,Gabriela Castro,18,M,Joinville,SC,Varejo,1,Até R$ 2.000,Salário,iOS,Jovem Digital
19562,Maysa Souza,28,F,Montes Claros,MG,Varejo,4,R$ 2.001 – R$ 5.000,Corrente,Android,Jovem Digital
19563,Mariane Rodrigues,35,M,Castanhal,PA,Personnalité,9,Acima de R$ 20.000,Corrente,iOS,Premium
19564,Ana Carolina Aparecida,37,F,Rondonópolis,MT,Varejo,5,Até R$ 2.000,Salário,Android,Cliente Tradicional
